"Norme/Schema";"Identifiant unique/UUID";"Titre/Title";"Description";"Provenance/Lineage";"Parent";"Catégorie/Category";"Mot-clé/Keyword";"Date de publication/Date submitted";"Fréquence de mise à jour/Update frequency";"Couverture territoriale/Geo Box";"Type";"Organisation/Responsible Party";"Licence/Legal constraints"
"dublin-core";"6c53f8f4-1c22-4b19-9a3a-e41752a3a2bc";"Points LIDAR 2015 du Grand Lyon - Dalle 1863_5157";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0894,45.5931,45.6208";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"fe80d84e-86a0-49a0-bad0-73ca6e607dd7";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5163";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7459,45.6537,45.6813";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"e26fb059-af20-4808-a731-593b65c5e6ec";"Plan guide de la commune de Charly (Métropole de Lyon)";"Fichier pdf non structuré du plan guide de la commune. L'index des rues utilise un quadrillage communautaire.Les principaux lieux publics sont dessinés. Les sens de circulation ne sont pas indiqués.Une version géo-référencée globale au Grand Lyon est téléchargeable par la fiche \"Plan guide du Grand Lyon\" (format ecw).";"Le plan guide s'appuie sur les données géographiques de la Métropole de Lyon.";"4f22e4cd-b748-4f78-ab44-05d49ffe0bb6";"Imagerie";"Imagerie,Occupation des terres,données ouvertes";"2017-05-31";"irregular";"4.768,4.806,45.636,45.669";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"f2f31586-81ab-4d22-8ce3-52e84d27e66d";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5157";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7049,45.5997,45.6273";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"1bb87bc2-b2ad-4f5e-b0f9-287afb7aae76";"Points LIDAR 2015 du Grand Lyon - Dalle 1860_5163";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0529,45.6478,45.6755";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"6b9bbd76-67e8-49b8-9fae-70f24c1d4be9";"Points LIDAR 2015 du Grand Lyon - Dalle 1863_5166";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0924,45.6741,45.7018";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"575445e5-2c48-46b6-aa2d-834e8e92f582";"Points LIDAR 2015 du Grand Lyon - Dalle 1857_5184";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0609,45.8374,45.8651";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"b9ab10de-3f7e-43c7-bde5-c14f0f60a37c";"Points LIDAR 2015 du Grand Lyon - Dalle 1857_5157";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0125,45.5946,45.6222";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"e7d4dc80-d3dd-4d4d-8d91-70345e4ae932";"Maquette 3D texturée de la commune de Givors (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.703,4.808,45.557,45.611";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"06972edd-ba44-417a-ba3d-5d5038c1c2ed";"Plan guide de la commune d'Albigny sur Saône (Métropole de Lyon)";"Fichier pdf non structuré du plan guide de la commune. L'index des rues utilise un quadrillage communautaire.Les principaux lieux publics sont dessinés. Les sens de circulation ne sont pas indiqués.Une version géo-référencée globale au Grand Lyon est téléchargeable par la fiche \"Plan guide du Grand Lyon\" (format ecw).";"Le plan guide s'appuie sur les données géographiques de la Métropole de Lyon.";"4f22e4cd-b748-4f78-ab44-05d49ffe0bb6";"Imagerie";"Imagerie,Occupation des terres,données ouvertes";"2017-05-31";"irregular";"4.839,4.818,45.854,45.879";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"8136e5a8-7efd-44fb-856d-df0ba21a10c8";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5151";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7033,45.5457,45.5727";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"92d50c38-032b-441b-a029-fd405aa46d77";"Points LIDAR 2015 du Grand Lyon - Dalle 1863_5178";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.1360,45.7820,45.8097";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"80b96d12-846f-434a-94de-e8b203961bcc";"Points LIDAR 2015 du Grand Lyon - Dalle 1866_5166";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.1309,45.6734,45.7011";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"adc9506d-e11c-41c9-8a22-3745a960591c";"Points LIDAR 2015 du Grand Lyon - Dalle 1866_5160";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.1288,45.6194,45.6471";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"2e03d72f-62c5-4745-9449-2a3a8c812b65";"Plan guide de la commune de Mions (Métropole de Lyon)";"Fichier pdf non structuré du plan guide de la commune. L'index des rues utilise un quadrillage communautaire.Les principaux lieux publics sont dessinés. Les sens de circulation ne sont pas indiqués.Une version géo-référencée globale au Grand Lyon est téléchargeable par la fiche \"Plan guide du Grand Lyon\" (format ecw).";"Le plan guide s'appuie sur les données géographiques de la Métropole de Lyon.";"4f22e4cd-b748-4f78-ab44-05d49ffe0bb6";"Imagerie";"Imagerie,Occupation des terres,données ouvertes";"2017-05-31";"irregular";"4.975,4.919,45.642,45.684";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"5835213c-37d3-479d-bba8-92bcd61db55f";"Points LIDAR 2015 du Grand Lyon - Dalle 1851_5184";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.9836,45.8388,45.8664";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"f77eab7e-2951-4d4e-93b3-1310210722ea";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5193";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7544,45.9235,45.9511";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"41267d40-8e4d-4f92-8f6d-10ff46e810c6";"Maquette 3D texturée de la commune de Sathonay-Camp (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-27";"Irregular";"4.893,4.864,45.814,45.835";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"14bbd43d-c27d-49f4-a51e-ce78b48ae23d";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5184";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7518,45.8426,45.8702";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"b9e60472-7d71-420e-86c8-d612afa39846";"Points LIDAR 2015 du Grand Lyon - Dalle 1842_5175";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.8256,45.7598,45.7874";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"adc0f693-9a4c-44ec-bbeb-c3e19231b195";"Points LIDAR 2015 du Grand Lyon - Dalle 1845_5178";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.9045,45.7861,45.8138";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"148dca4e-672b-4870-acd3-39738bec7e98";"Points LIDAR 2015 du Grand Lyon - Dalle 1845_5151";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.8569,45.5433,45.5709";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"becc32f1-c955-4bb5-a893-4be6461cd213";"Points LIDAR 2015 du Grand Lyon - Dalle 1848_5172";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.9018,45.7315,45.7592";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"43e886f7-3cf5-4633-81cf-54f75e4df4bd";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5175";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7099,45.7616,45.7892";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"ac186c62-98b2-42a8-bc7f-a4bf9e70d0e9";"Points LIDAR 2015 du Grand Lyon - Dalle 1839_5157";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7818,45.5985,45.6261";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"02f16d83-f596-441d-885d-b5ce5d38859f";"Points LIDAR 2015 du Grand Lyon - Dalle 1857_5187";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0619,45.8644,45.8921";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"88f825fc-c40e-46e3-92b2-e7593d8e1d62";"Points LIDAR 2015 du Grand Lyon - Dalle 1833_5187";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7527,45.8696,45.8971";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"c34094e0-3ede-4636-b621-7d955bbf2d43";"Points LIDAR 2015 du Grand Lyon - Dalle 1830_5196";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7165,45.9511,45.9787";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"a1209588-7f77-4344-8c55-d458b63f89a5";"Points LIDAR 2015 du Grand Lyon - Dalle 1839_5178";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7879,45.7874,45.815";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"f254882f-8951-4113-8ec6-78fcd2265b8b";"Points LIDAR 2015 du Grand Lyon - Dalle 1860_5169";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",5.0549,45.7018,45.7295";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"fd704788-9771-4270-9b5e-184a036a4683";"Points LIDAR 2015 du Grand Lyon - Dalle 1854_5172";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.9788,45.7302,45.7578";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"d7eb9c62-e3f2-486f-bafe-d56bb90cff66";"Maquette 3D texturée de la commune de Charbonnières-les-Bains (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.725,4.761,45.767,45.79";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
